numeroVuelo(flightNum);fecha(flightDate);horaSalida(crsDepTime);horaLlegada(crsArrTime);aeropuertoSalida(originiata);aeropuertoLlegada(destinata);compagnia(carrierCode);avion(tailNum);
1030;26/10/2008;1100;1320;BWI;LAS;WN;N215WN;
1030;26/10/2008;1355;1525;LAS;OAK;WN;N215WN;
1030;27/10/2008;1100;1320;BWI;LAS;WN;N276WN;
1030;27/10/2008;1355;1525;LAS;OAK;WN;N276WN;
1031;26/10/2008;900;940;SLC;PHX;WN;N309SW;
1031;27/10/2008;900;940;SLC;PHX;WN;N326SW;
1032;26/10/2008;1035;1130;AUS;DAL;WN;N780SW;
1032;26/10/2008;1200;1300;DAL;LIT;WN;N780SW;
1032;26/10/2008;745;1015;ELP;AUS;WN;N780SW;
1033;26/10/2008;1755;1900;BUR;LAS;WN;N453WN;
1033;26/10/2008;1930;2050;LAS;RNO;WN;N453WN;
1033;27/10/2008;1755;1900;BUR;LAS;WN;N725SW;
1033;27/10/2008;1930;2050;LAS;RNO;WN;N725SW;
1034;26/10/2008;2045;2215;DEN;SEA;WN;N689SW;
1034;26/10/2008;1850;2020;STL;DEN;WN;N689SW;
1034;26/10/2008;1705;1830;TPA;STL;WN;N689SW;
1034;27/10/2008;2045;2215;DEN;SEA;WN;N300SW;
1034;27/10/2008;1850;2020;STL;DEN;WN;N300SW;
1034;27/10/2008;1705;1830;TPA;STL;WN;N300SW;
1035;26/10/2008;1020;1235;CMH;MCO;WN;N336SW;
1035;27/10/2008;1020;1235;CMH;MCO;WN;N331SW;
1035;27/10/2008;800;1000;MDW;CMH;WN;N331SW;
1036;26/10/2008;2145;2345;MDW;DTW;WN;N901WN;
1036;27/10/2008;2145;2345;MDW;DTW;WN;N296WN;
1037;25/10/2008;830;945;HOU;LAS;WN;N499WN;
1037;25/10/2008;700;800;HRL;HOU;WN;N499WN;
1037;25/10/2008;1015;1240;LAS;PDX;WN;N499WN;
1038;25/10/2008;700;840;SAN;SMF;WN;N638SW;
1038;26/10/2008;700;840;SAN;SMF;WN;N282WN;
1038;27/10/2008;700;840;SAN;SMF;WN;N423WN;
1039;25/10/2008;840;1145;DEN;STL;WN;N295WN;
1040;26/10/2008;835;955;ONT;SMF;WN;N657SW;
1040;27/10/2008;835;955;ONT;SMF;WN;N343SW;
1041;26/10/2008;1150;1915;LAS;TPA;WN;N214WN;
1041;26/10/2008;935;1115;SFO;LAS;WN;N214WN;
1041;26/10/2008;1950;2045;TPA;FLL;WN;N214WN;
1041;27/10/2008;1150;1915;LAS;TPA;WN;N710SW;
1041;27/10/2008;935;1115;SFO;LAS;WN;N710SW;
1041;27/10/2008;1950;2045;TPA;FLL;WN;N710SW;
1042;26/10/2008;1255;1410;ONT;OAK;WN;N725SW;
1042;27/10/2008;1255;1410;ONT;OAK;WN;N499WN;
1043;25/10/2008;1035;1150;SMF;ONT;WN;N421LV;
1044;26/10/2008;1815;2120;FLL;BUF;WN;N521SW;
1044;27/10/2008;1815;2120;FLL;BUF;WN;N526SW;
1045;25/10/2008;805;910;DAL;LBB;WN;N641SW;
1046;26/10/2008;625;925;BNA;PHL;WN;N617SW;
1046;26/10/2008;945;1105;PHL;MHT;WN;N617SW;
1046;27/10/2008;625;925;BNA;PHL;WN;N798SW;
1046;27/10/2008;945;1105;PHL;MHT;WN;N798SW;
1047;26/10/2008;1110;1320;BHM;SDF;WN;N419WN;
1047;26/10/2008;1020;1050;MCO;BHM;WN;N419WN;
1047;26/10/2008;1345;1350;SDF;MDW;WN;N419WN;
1047;27/10/2008;1110;1320;BHM;SDF;WN;N408WN;
1047;27/10/2008;1020;1050;MCO;BHM;WN;N408WN;
1047;27/10/2008;1345;1350;SDF;MDW;WN;N408WN;
1048;26/10/2008;1135;1335;DEN;PDX;WN;N776WN;
1048;27/10/2008;1135;1335;DEN;PDX;WN;N769SW;
1049;26/10/2008;1415;1515;PHX;LAS;WN;N448WN;
1049;27/10/2008;1415;1515;PHX;LAS;WN;N210WN;
1050;26/10/2008;1515;1645;DTW;BWI;WN;N641SW;
1050;27/10/2008;1515;1645;DTW;BWI;WN;N603SW;
1051;26/10/2008;725;1005;PBI;PHL;WN;N454WN;
1051;27/10/2008;725;1005;PBI;PHL;WN;N921WN;
1052;26/10/2008;2135;2225;HOU;SAT;WN;N638SW;
1052;27/10/2008;2135;2225;HOU;SAT;WN;N550WN;
1053;25/10/2008;1740;1825;TPA;BNA;WN;N329SW;
1054;26/10/2008;1615;1910;BDL;MCO;WN;N670SW;
1054;27/10/2008;1615;1910;BDL;MCO;WN;N315SW;
1055;26/10/2008;1505;1655;BUF;PHX;WN;N757LV;
1055;26/10/2008;1725;1825;PHX;LAS;WN;N757LV;
1055;27/10/2008;1505;1655;BUF;PHX;WN;N425LV;
1055;27/10/2008;1725;1825;PHX;LAS;WN;N425LV;
1056;25/10/2008;710;1000;BDL;LAS;WN;N477WN;
1056;25/10/2008;1035;1150;LAS;LAX;WN;N477WN;
1057;26/10/2008;1340;1430;ELP;LAS;WN;N665WN;
1057;26/10/2008;1500;1640;LAS;SFO;WN;N665WN;
1057;27/10/2008;1340;1430;ELP;LAS;WN;N626SW;
1057;27/10/2008;1500;1640;LAS;SFO;WN;N626SW;
1058;26/10/2008;1450;1915;PHX;OMA;WN;N243WN;
1058;26/10/2008;1235;1415;RNO;PHX;WN;N243WN;
1058;26/10/2008;1035;1215;SEA;RNO;WN;N243WN;
1058;27/10/2008;1450;1915;PHX;OMA;WN;N732SW;
1058;27/10/2008;1235;1415;RNO;PHX;WN;N732SW;
1058;27/10/2008;1035;1215;SEA;RNO;WN;N732SW;
1059;25/10/2008;1710;1910;DEN;PDX;WN;N499WN;
1060;26/10/2008;2135;2240;ONT;PHX;WN;N354SW;
1060;26/10/2008;2005;2115;SJC;ONT;WN;N354SW;
1060;27/10/2008;2135;2240;ONT;PHX;WN;N395SW;
1060;27/10/2008;2005;2115;SJC;ONT;WN;N395SW;
1061;26/10/2008;1815;1910;AUS;DAL;WN;N495WN;
1061;26/10/2008;1930;2110;DAL;BHM;WN;N495WN;
1061;26/10/2008;1335;1745;PHX;AUS;WN;N495WN;
1061;27/10/2008;1815;1910;AUS;DAL;WN;N202WN;
1061;27/10/2008;1930;2110;DAL;BHM;WN;N224WN;
1061;27/10/2008;1335;1745;PHX;AUS;WN;N202WN;
1062;26/10/2008;830;1020;MSY;LAS;WN;N418WN;
1062;27/10/2008;720;805;MCO;MSY;WN;N478WN;
1062;27/10/2008;830;1020;MSY;LAS;WN;N478WN;
1063;26/10/2008;1000;1245;BNA;TPA;WN;N710SW;
1063;26/10/2008;815;935;MDW;BNA;WN;N710SW;
1063;27/10/2008;1000;1245;BNA;TPA;WN;N440LV;
1063;27/10/2008;815;935;MDW;BNA;WN;N440LV;
1064;25/10/2008;1915;2030;SAN;LAS;WN;N304SW;
1065;26/10/2008;1525;2040;DEN;RDU;WN;N440LV;
1065;26/10/2008;1130;1500;SJC;DEN;WN;N440LV;
1065;27/10/2008;1525;2040;DEN;RDU;WN;N292WN;
1065;27/10/2008;1130;1500;SJC;DEN;WN;N292WN;
1066;25/10/2008;1915;2220;STL;MCO;WN;N627SW;
1066;26/10/2008;1915;2220;STL;MCO;WN;N478WN;
1066;27/10/2008;1915;2220;STL;MCO;WN;N283WN;
1068;25/10/2008;1145;1715;DEN;PHL;WN;N491WN;
1068;25/10/2008;750;1110;LAX;DEN;WN;N491WN;
1068;25/10/2008;600;720;OAK;LAX;WN;N491WN;
1068;25/10/2008;1740;1915;PHL;RDU;WN;N491WN;
1069;25/10/2008;855;950;TUL;DAL;WN;N515SW;
1070;26/10/2008;2055;2115;CLE;MDW;WN;N437WN;
1070;26/10/2008;2140;2245;MDW;STL;WN;N437WN;
1070;27/10/2008;2055;2115;CLE;MDW;WN;N688SW;
1070;27/10/2008;2140;2245;MDW;STL;WN;N688SW;
1071;26/10/2008;1650;1725;ABQ;LAS;WN;N759GS;
1071;26/10/2008;1755;1900;LAS;SNA;WN;N759GS;
1071;27/10/2008;1650;1725;ABQ;LAS;WN;N278WN;
1071;27/10/2008;1755;1900;LAS;SNA;WN;N278WN;
1072;26/10/2008;1220;1540;STL;MCO;WN;N927WN;
1072;27/10/2008;705;1200;PHX;STL;WN;N727SW;
1072;27/10/2008;1220;1540;STL;MCO;WN;N727SW;
1073;27/10/2008;1100;1110;ABQ;TUS;WN;N215WN;
1073;27/10/2008;710;850;BNA;MCI;WN;N215WN;
1073;27/10/2008;920;1030;MCI;ABQ;WN;N215WN;
1073;27/10/2008;1320;1445;SAN;OAK;WN;N215WN;
1073;27/10/2008;1135;1250;TUS;SAN;WN;N215WN;
1074;27/10/2008;640;820;SAN;SFO;WN;N688SW;
1075;26/10/2008;1700;1845;BHM;DAL;WN;N237WN;
1075;26/10/2008;1550;1640;BNA;BHM;WN;N237WN;
1075;26/10/2008;1915;2015;DAL;SAT;WN;N237WN;
1075;26/10/2008;2145;2310;LAS;SMF;WN;N237WN;
1075;26/10/2008;1430;1525;MCO;BNA;WN;N237WN;
1075;26/10/2008;2035;2125;SAT;LAS;WN;N237WN;
1075;27/10/2008;1700;1845;BHM;DAL;WN;N468WN;
1075;27/10/2008;1550;1640;BNA;BHM;WN;N468WN;
1075;27/10/2008;1915;2015;DAL;SAT;WN;N468WN;
1075;27/10/2008;2145;2310;LAS;SMF;WN;N468WN;
1075;27/10/2008;1430;1525;MCO;BNA;WN;N468WN;
1075;27/10/2008;2035;2125;SAT;LAS;WN;N468WN;
1076;25/10/2008;640;720;BUF;MDW;WN;N288WN;
1076;25/10/2008;755;945;MDW;PHX;WN;N288WN;
1077;27/10/2008;725;1105;PDX;DEN;WN;N769SW;
1078;25/10/2008;720;935;IND;TPA;WN;N239WN;
1079;26/10/2008;2130;2235;HOU;JAN;WN;N908WN;
1079;26/10/2008;1605;2110;LAX;HOU;WN;N908WN;
1079;26/10/2008;1425;1540;SJC;LAX;WN;N908WN;
1079;27/10/2008;2130;2235;HOU;JAN;WN;N212WN;
1079;27/10/2008;1605;2110;LAX;HOU;WN;N212WN;
1079;27/10/2008;1425;1540;SJC;LAX;WN;N212WN;
1080;27/10/2008;1105;1215;PHL;PVD;WN;N704SW;
1080;27/10/2008;800;1035;TPA;PHL;WN;N704SW;
1081;26/10/2008;2150;2245;DEN;PHX;WN;N735SA;
1081;27/10/2008;2150;2245;DEN;PHX;WN;N795SW;
1082;26/10/2008;2115;2225;SAN;TUS;WN;N929WN;
1082;26/10/2008;1925;2055;SMF;SAN;WN;N929WN;
1082;27/10/2008;2115;2225;SAN;TUS;WN;N748SW;
1082;27/10/2008;1925;2055;SMF;SAN;WN;N748SW;
1083;26/10/2008;1950;2020;AUS;PHX;WN;N266WN;
1083;26/10/2008;1840;1925;HOU;AUS;WN;N266WN;
1083;26/10/2008;2045;2345;PHX;SEA;WN;N266WN;
1083;27/10/2008;1950;2020;AUS;PHX;WN;N277WN;
1083;27/10/2008;1840;1925;HOU;AUS;WN;N277WN;
1083;27/10/2008;2045;2345;PHX;SEA;WN;N277WN;
1084;27/10/2008;600;720;LAX;OAK;WN;N325SW;
1085;26/10/2008;1545;1905;MDW;PHL;WN;N417WN;
1085;26/10/2008;920;1520;OAK;MDW;WN;N417WN;
